0.000000000000000000e+00 1.858296043062855063e-01 1.921344772922556343e-01 3.387577668626019500e-01 2.916024757918647126e-01 3.377863631806856115e-01
5.190000000000000386e-04 -1.624407813767867609e-02 2.822388359981635453e-02 -9.093465693962554663e-02 -9.178265839916804197e-03 -2.013956431988978002e-02
1.038000000000000077e-03 -1.796516237635240737e-02 -5.918236531320292954e-02 5.525567916688447351e-02 3.857395984977254888e-02 3.058748239199129623e-02
1.557000000000000224e-03 -1.798014999493999580e-02 2.536994925735908471e-02 -5.128094010241755936e-03 3.789567050624569056e-02 -2.426479477188023606e-02
2.076000000000000154e-03 -4.768416970740239902e-02 -3.490851086639368966e-02 -4.829846604025562345e-02 -7.209533122748704170e-02 -6.079562300795190999e-02
2.595000000000000084e-03 -4.250657518045718869e-02 1.720235590829654465e-02 -1.321492980851791399e-01 -6.107625731974730687e-02 -2.020074697655292652e-03
3.114000000000000448e-03 -4.432755178463082535e-02 -4.517045937660844716e-03 -6.815151966974922204e-04 -2.408194621169182717e-02 1.980352690504962390e-02
3.633000000000000378e-03 -1.209077169416310216e-02 4.985526652657201047e-02 1.613893682267082338e-02 3.536824650128377046e-02 8.452563951498584527e-02
4.152000000000000308e-03 1.508605991129742009e-02 9.448254194931469951e-02 2.207250458571142007e-02 1.229582244026042846e-02 9.820050002128769689e-03
4.671000000000000672e-03 -2.274539218089987810e-02 -4.538283115722361455e-02 -3.836640308284330891e-02 -3.067040785828361107e-02 -4.334765162984235976e-02
5.190000000000000169e-03 -6.410167614100135969e-02 -2.068430462956822105e-02 -1.166254849500566061e-03 -3.172422285113558893e-02 -2.932842479396037538e-02
5.709000000000000533e-03 -1.091226967053925308e-02 -3.179381148265543466e-02 -7.285896481194584218e-02 2.309377672853768840e-02 1.112658019508903917e-02
6.228000000000000896e-03 -9.610006294033895252e-03 -5.447499267606727320e-03 -4.434978843669208290e-03 5.916860839454708004e-02 4.896834358317930791e-02
6.747000000000000393e-03 -4.006400312737579128e-02 8.813176102399868789e-03 2.414066003424613846e-02 3.508342616062544439e-02 -1.846758634373570768e-02
7.266000000000000757e-03 -3.691686457776820196e-02 -1.836398943242271292e-02 -5.855340966058262576e-03 -2.752939073792852812e-02 -8.873141183790439479e-02
7.785000000000000253e-03 -3.437172516258877285e-03 -7.408627646071636041e-02 -4.934849360187567452e-02 -1.563139044929063790e-02 -2.871501563772541760e-02
8.304000000000000617e-03 -3.227721226118948628e-02 1.931401955508278093e-03 -2.779098810893767396e-02 5.776839873689178922e-02 -5.751745375417383760e-02
8.823000000000000981e-03 1.824438643536129695e-02 6.998258383676872474e-02 1.068636268491502186e-02 1.840582958815374995e-02 7.239382980286333813e-02
9.342000000000001345e-03 6.434398210425607001e-02 4.397288150290745712e-02 4.033622902572247572e-03 -4.291097343957924609e-02 4.836044253325540859e-02
9.860999999999999974e-03 -4.005688475571679563e-02 -7.847254314531279529e-02 6.131811416784693769e-02 -5.683231571059809556e-02 -3.448487080092559054e-02
1.038000000000000034e-02 -6.343006646619657463e-02 1.755118806801105047e-02 -2.255204474887649232e-02 -4.309340644572887125e-02 -4.638495084321087730e-02
1.089900000000000070e-02 1.016514225889982442e-01 -8.125263871438777319e-02 -5.497164306375609821e-02 -1.579793661648279390e-02 1.903699874297172523e-02
1.141800000000000107e-02 9.075477637370468753e-02 1.345352420567745393e-02 1.386083101479477792e-03 6.323315672401111365e-02 3.889545268122680810e-02
1.193700000000000143e-02 1.041074851318619758e-02 -2.585405015796963732e-02 -3.793046567102033740e-04 3.856978917927916806e-02 4.583642398322169964e-02
1.245600000000000179e-02 -2.286495521637006527e-04 -7.326002969121329922e-02 5.888938385056533692e-02 -5.351668507551452653e-02 -3.669784828094970613e-02
1.297500000000000042e-02 -7.417461643444586694e-02 5.067126887630782339e-02 -4.967213497970211777e-02 -6.013128629090713773e-02 -5.500003034376885289e-04
1.349400000000000079e-02 -1.457587192852025787e-02 -1.201347773999987198e-02 -4.622774466383147013e-02 -9.978491620823357056e-03 1.106891147690475773e-02
1.401300000000000115e-02 -2.867904435960521789e-02 6.718122145180983537e-03 -2.630775505678038806e-02 2.815259287826891998e-02 -4.311397257015042728e-02
1.453200000000000151e-02 9.925418621104430128e-03 -2.702954894331099575e-02 -1.989753178665409558e-02 -2.628804860417898945e-02 -5.003892833851558003e-02
1.505100000000000188e-02 4.258479526333219106e-02 8.021885228095930465e-03 -1.286394046365665206e-02 -1.837343527197717388e-02 2.178773906402830043e-02
1.557000000000000051e-02 -2.332764961833729347e-02 -1.758085129707663910e-02 -5.380562919719711346e-02 -4.116841764998745157e-02 -5.105262774183532554e-02
1.608900000000000260e-02 -5.367303702039775276e-02 -3.796505987593658260e-03 1.760945887178702249e-02 -2.348111465716648874e-02 -1.810729213226752038e-02
1.660800000000000123e-02 8.836013158378138929e-03 3.411068800190543426e-02 5.023685630201979099e-03 4.393443957800925725e-03 2.011946739566497500e-02
1.712699999999999986e-02 2.613990400005665807e-02 6.168585477343977580e-02 -4.751369744603913675e-02 2.321769670319950851e-02 -1.336250411463353951e-02
1.764600000000000196e-02 -1.125760443001057667e-02 -5.798334971056615106e-02 -6.019225693577786793e-03 -7.523419889227853617e-03 -3.226504943020141319e-02
1.816500000000000059e-02 -6.667076974635803566e-03 -2.952122576905346837e-02 -5.310684307612888871e-02 -8.542482238060682131e-02 -3.724127078699269316e-02
1.868400000000000269e-02 -3.730307931952381566e-03 4.429413308224364881e-02 -5.664920404924221262e-03 2.308321741415811368e-02 -4.758259783009857052e-02
1.920300000000000132e-02 7.103829525263555614e-03 3.738695724505475965e-02 2.911607909154544788e-02 4.692181241583485291e-02 3.104144142381919710e-03
1.972199999999999995e-02 -4.024273837083230942e-02 4.457672614229129561e-03 9.772893962675513468e-03 -6.014635659563810632e-03 -4.081434608283502491e-02
2.024100000000000205e-02 -1.903761085873465148e-03 -4.213086331871523232e-02 9.044940706933020597e-04 -2.344670139551652266e-02 6.243975400327355762e-05
2.076000000000000068e-02 -1.147211444300168942e-01 -3.689770162869840213e-03 -1.155522037243302963e-01 -5.116372933970883552e-02 -4.131628335182756240e-02
2.127900000000000277e-02 4.533270185395198160e-02 1.555641242656196320e-02 -6.050038335535148047e-03 -1.908041913681798873e-02 -6.273840660388617374e-02
2.179800000000000140e-02 -1.598702930589383439e-02 1.873222397470340403e-03 -4.005501601937928868e-02 4.530381761718362682e-02 1.230850933098884097e-02
2.231700000000000003e-02 -1.544341468435855499e-02 4.407473526436728878e-02 -1.662104069877210280e-02 5.060418152290822869e-02 -2.546129772328464130e-02
2.283600000000000213e-02 4.770357021869919140e-02 -8.876219934188460392e-02 -5.588575586096875686e-02 6.780382440978627301e-02 -8.843377600094586358e-03
2.335500000000000076e-02 2.970136901105696961e-02 -1.572684539494333816e-02 -1.797127475337903513e-02 -9.599490237269485274e-05 -4.993232221800101428e-02
2.387400000000000286e-02 1.686856335198720983e-02 6.332473789955406218e-02 -8.159594341253824726e-03 -4.355768356871875940e-02 -4.553914859414934929e-02
2.439300000000000149e-02 -4.594137369571562463e-02 4.166767689253813439e-02 5.849906566839966487e-02 1.331190207900595154e-02 -1.018259525257867240e-02
2.491200000000000359e-02 4.029943116395364594e-02 3.133737384600576714e-02 6.370670967995028036e-03 -2.543797543592463562e-03 -2.156351839384420752e-02
2.543100000000000221e-02 -2.619418993367146967e-02 -3.177088095832723141e-02 -3.417974817123024811e-02 -1.020816225431795260e-01 1.008004776069166587e-02
2.595000000000000084e-02 4.391563950594553831e-03 -7.815212374665120310e-02 2.559435373629329741e-02 3.315835262870130661e-03 -5.689539121143821071e-02
2.646900000000000294e-02 -2.579956274603704969e-02 3.252691805006877046e-02 -2.434335316303646614e-03 1.515412939654736842e-02 2.249116856673478299e-02
2.698800000000000157e-02 -2.290876712890659028e-02 -1.603999945929950391e-02 -7.282338725131451591e-03 4.311564735082436262e-02 1.184029971647172080e-03
2.750700000000000367e-02 1.328848197485038574e-02 -8.447042534668774624e-03 3.902607518557167643e-02 -6.246140902196127553e-02 9.861414545003133539e-03
2.802600000000000230e-02 -1.943610237475210459e-02 -3.735464653315625355e-02 1.380350655763127633e-02 -1.854260541535917434e-02 -5.070356599231791439e-02
2.854500000000000093e-02 -4.104294537457467938e-03 -4.028248997667792375e-02 -1.957518478882541019e-02 6.241818055644327706e-02 6.223391757871013334e-03
2.906400000000000303e-02 -4.310111517524143482e-02 -2.165597808616724976e-02 3.504194149845777512e-02 -3.427537408068898755e-02 -3.981219965472888173e-02
2.958300000000000166e-02 -1.554015268686185190e-02 1.257440925736331744e-04 9.883334699359784190e-03 -7.860210123079781896e-03 1.546621909580530273e-02
3.010200000000000375e-02 1.770779146523772732e-02 6.282312063270949209e-03 -2.068951124387560098e-02 5.454818941515862663e-02 -3.140374171949469884e-03
3.062100000000000238e-02 7.240592509840712565e-02 1.626874745769654046e-02 5.768126237182946009e-02 -4.266133728902508915e-02 -3.472930937121339323e-02
3.114000000000000101e-02 -2.786059265618395439e-02 1.723790561856361828e-02 6.016274126163431539e-03 3.863839667930157873e-02 -1.226355985590922050e-02
3.165899999999999964e-02 1.042455524033636741e-02 -5.159920007730221803e-02 -6.541269434072544131e-02 -2.402266178409397622e-03 -4.907027331712630197e-02
3.217800000000000521e-02 6.282155754185962671e-02 -4.162191398890897204e-02 -1.682765420168259168e-02 -2.642285898544851491e-02 -2.714836222928088301e-03
